,,V No,Date,Party,City,Total Amt,Remarks
,,306,10/08/2020,CARESTREAM,,299992,For CT/MRI Aug-2020
,,307,10/08/2020,R K ENGINEERING PROJECTS,ANAND,2666,For Intenal staff used/By HR Req.
,,308,10/08/2020,GALAXY SURGICAL,ANAND,940,For CT Req.
,,309,11/08/2020,GALAXY SURGICAL,ANAND,560,For CT/ Aug-2020
,,310,11/08/2020,DESKTOP CREATORS,ANAND,17854,For Reporting Req./By Himanshu IT Dept./Dtd.11.08.2020
,,311,14/08/2020,DARSHI MARKETING,BARODA,92040,reorder level
,,312,14/08/2020,ARVIND GOHIL,ANAND,3750,Reorder level/ USG req.
,,313,14/08/2020,ARVIND GOHIL,ANAND,850,Reorder Level
,,314,14/08/2020,ARVIND GOHIL,ANAND,1700,Ref. Reject Po-272-7/20-21 Dtd.21.7.2020/New PO Created
,,315,15/08/2020,G V SALES & SERVICE,BARODA,23296,For Aug-Sep 2020
,,316,15/08/2020,PATEL BIOMEDICAL SERVICES,AHMEDABAD,950000.3,FDR Machine with accessories.
,,317,15/08/2020,SANJIVANI MEDICINES,ANAND,2133.4,For Internal technician Staff/ Reorder/ Weekly used.
,,318,17/08/2020,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,10192,
,,319,17/08/2020,ENERGY PRINT,BARODA,17100,"Reorder level (For Dakor, Borsad, Petlad Common L/H)"
,,320,17/08/2020,AKSHIT PHARMA AND SURGICALS,ANAND,13440,
,,321,17/08/2020,INDUS,ANAND,1792,Reoreder Level
,,322,18/08/2020,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,9924,Reorder Level-Aug-2020
,,323,18/08/2020,FUJI FILM INDIA PVT LTD,AHMEDABAD,104413.6,Reordre Level
,,324,20/08/2020,SHARMA ARTS,ANAND,4342,
,,325,20/08/2020,ADCARE,MODASA,1456,Reorder level/ For CT/MRI Req.
,,326,20/08/2020,SAG POWER ELECTRONICS Pvt Ltd,Vadodara,146320,Ref.Quotation-SPEPL/019 Dtd.17.08.2020
,,327,22/08/2020,GALAXY SURGICAL,ANAND,852,
,,328,22/08/2020,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,3919,Reorder level/ For Staff used
,,329,24/08/2020,ENERGY PRINT,BARODA,600,For Dispatch Dept.Req./ Rainy season used
,,330,24/08/2020,AKSHIT PHARMA AND SURGICALS,ANAND,2464,FOR Dr.KSP Sir and One for store spare
,,331,24/08/2020,Inside Solution,Anand,1849.8,For Petlad
,,332,24/08/2020,JAAC TECHNO SERVICES PVT LTD,VADODARA,7845.2,Ref. for Borsad unit
,,333,25/08/2020,SHREE GANESH ENTERPRISE,SURAT,33076,For MRI Req./Reorder Level
,,334,25/08/2020,SHREE GANESH ENTERPRISE,SURAT,14112,For Biopsy/ CT Req.
,,335,26/08/2020,MEDSYNAPTIC Pvt.Ltd.,Pune,28320,Ref. Quotation-MSPL.88.GUJ.19-20.PACSAMC.028 Dtd.20.08.2020
,,336,27/08/2020,Inside Solution,Anand,16952,Ref.Reporting req./As per Quotation Dtd.26.8.2020
,,337,27/08/2020,MEHTA CABLE AND CONNECTRONICS,VADODARA,8704,Ref.by jigar Sir/As per Quotation
,,338,27/08/2020,OM AGENCY,ANAND,1421.34,Reorder Level
,,339,27/08/2020,VRAJ PLASTIC,,2660,"SEP-2020, REORDER LEVEL"
,,340,27/08/2020,WHITE HOUSE,,1416,Sep-Oct 2020/ Reorder level
,,341,28/08/2020,ENERGY PRINT,BARODA,106770,"For Ref, as per quotation/by Energy Dtd.27.8.2020"
,,342,28/08/2020,G V SALES & SERVICE,BARODA,154350,Reorder Level/ Sep-2020
,,343,29/08/2020,HARIHAR BOOK DEPO,ANAND,1697,Reorder level/ Sep-2020
,,344,29/08/2020,AMIT CHEM TRADERS,VADODARA,22372,Sep-2020
,,345,29/08/2020,FREELANCE PATEL AGENCY,ANAND,13380,Sep-2020
,,346,29/08/2020,KRISHNA PLASTIC,ANAND,11800,Reorder level/ For HRCT Patient badsheet
,,347,29/08/2020,BHAVNA CLEANING,ANAND,4050,Sep-2020
,,348,01/09/2020,GALAXY SURGICAL,ANAND,11945,Reorder level/ Sep-2020
,,349,02/09/2020,PARAMOUNT,ANAND,1683.6,Reorder Level/ Sep-2020
,,350,02/09/2020,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,51350.4,Reorder Level/ Sep-2020
,,351,02/09/2020,PARAMOUNT,ANAND,4422,Reorder Level/ Sep-2020
,,352,02/09/2020,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,4144,Reorder Level/ For Doctors used
,,353,03/09/2020,Inside Solution,Anand,1168,Ref.as per Quotation Dtd.02.09.2020/ For IRIS Req./ BY IT
,,354,03/09/2020,Inside Solution,Anand,4898,Ref.as per Quotation Dtd.02.09.2020/ For DAKOR Req./ Urgent Basis
,,355,04/09/2020,CARESTREAM,,299992,"Sep-2020, Reorder Level"
,,356,04/09/2020,YOGI SALES,Anand,700,Cash Purchase/ For Dr. Hetalmam PC/ By Ronald-IT
,,357,04/09/2020,Inside Solution,Anand,3956,Ref.by Jigar Sir/ New purchase/ Reorder Level
,,358,04/09/2020,D MART AVENUE SUPERMARTS LTD,,1041.04,Cash Purchase/ General Items
,,359,04/09/2020,YOGI SERVICE,,1650,"Refilling Tonner/Borsad-2, Anand-2, HR-1, Drum-2 change"
,,360,05/09/2020,Inside Solution,Anand,16992,Ref.by Ronald/IT Req./ Dtd.31.08.2020
,,361,05/09/2020,AKSHIT PHARMA AND SURGICALS,ANAND,31849.5,Ref.Reorder Level/ Doctors used-Powder free
,,362,05/09/2020,GUNJAN SALES,Anand,766,Cash Purchase/ For Hetal Mam PC/ By Ronald-IT
,,363,07/09/2020,A M ELECTRICAL,ANAND,320,Cash Purchase/ 1 year Gaurranty/ for Ritesh Sir works area/ By IT Ronald Req.
,,364,08/09/2020,Inside Solution,Anand,4484,As per Quotation Dtd.08.09.2020/ Req.by IT/ with 3 year warranty
,,365,09/09/2020,ADCARE,MODASA,2912,For MRI Req.Sep-2020/ Reorder Level
,,366,10/09/2020,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,9924,Reorder Level/ Sep-Oct 2020
,,367,10/09/2020,YOGI SERVICE,,1250,Refilling Tonner/ Ref.Dakor
,,368,11/09/2020,AKSHIT PHARMA AND SURGICALS,ANAND,11200,For Staff & Patient used/ Ayurvedic Base
,,369,11/09/2020,ARIHANT,,6384,Reorder Level
,,370,11/09/2020,ADVANCE IMAGING SOLUTIONS,Ahmedabad,47200,Ref.as per Quotation Dtd.11.09.2020
,,371,11/09/2020,FLIPKART,,2489.32,Purchase online by HR/Ekta Acharya for official used
,,372,12/09/2020,OM AGENCY,ANAND,1799.35,Sep-2020/ Reorder Level
,,373,12/09/2020,DARSHI MARKETING,BARODA,190274,Reorder Level/ For CT/MRI Bags
,,374,14/09/2020,ENERGY PRINT,BARODA,4300,Reorder Level/ Iris CT Req.
,,375,14/09/2020,G V SALES & SERVICE,BARODA,23296,Reorder/ CT Req.
,,376,14/09/2020,VENUS DATA PRODUCTS,Anand,129900.75,Ref. Quotation 219 Dtd.10.09.2020
,,377,16/09/2020,SANJIVANI MEDICINES,ANAND,2133.4,For staff used
,,378,16/09/2020,Inside Solution,Anand,500,Ref.Anand ortho Req./ By Ronald-IT/ Urgent basis/ As per Quotation Dtd.16.09.2020
,,379,16/09/2020,AMBICA ELECTRIC AGENCIES,Anand,5648.12,By Borsad Branch Electrical works
,,380,16/09/2020,KHODIYAR CORPORATION CO.,Anand,1750,Monthly used
,,381,16/09/2020,Inside Solution,Anand,2500.6,Ref.Bill No.20-21/06/670 Dtd.30.06.2020/ Fire feeting materials
,,382,16/09/2020,OM AGENCY,ANAND,220.44,Reorder Level
,,383,16/09/2020,SARAL HYGIENE PRODUCT PRIVATE LIMITED,ANAND,16128,Reorder Level
,,384,17/09/2020,RINA MEDICAL STORES,,5819.7,Reorder Level
,,385,17/09/2020,SAP ENTERPRISE,ANAND,1050,Cash purchase/ For Anand Ortho Hosp.Req./ By Ramesh Sir
,,386,17/09/2020,SHREE GANESH ENTERPRISE,SURAT,336,For CT Req.
,,387,18/09/2020,AMIT PAPER MART,,1748,Reorder Level/ Org.copy power will be received.
,,388,18/09/2020,FUJI FILM INDIA PVT LTD,AHMEDABAD,83803.92,Reorder Level
,,389,18/09/2020,KRISHNA TRADERS,ANAND,4150.95,Ref.cash memo.09 dtd.07.09.2020
,,390,22/09/2020,AMAR TRADING COMPANY,,672,Reorder Level
,,391,23/09/2020,SHREE GANESH ENTERPRISE,SURAT,43716,Reorder Level-Oct-2020
,,392,23/09/2020,ENERGY PRINT,BARODA,18240,Reorder Level/ Repeat order
,,393,23/09/2020,ARVIND GOHIL,ANAND,3500,Reorder Level/ Common for all
,,394,23/09/2020,CARESTREAM,,449987,Reorder Level
,,395,24/09/2020,AUM CORPORATION,SURAT,17091,Reorder Level
,,396,24/09/2020,VISION SALES,,23975.1,Reorder Level/ Reduce price level
,,397,25/09/2020,SHREE GANESH ENTERPRISE,SURAT,33076,Ref reject PO-391-9/20-21/ make separate for Omniscan 20ml
,,398,25/09/2020,SHREE GANESH ENTERPRISE,SURAT,10640,Ref reject PO-391-9/20-21/ make separate for Omniscan 20ml
,,399,25/09/2020,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,7876,Monthly used/ For Staff used
,,400,25/09/2020,MEDIRAYS CORPORATION,THANE,295000,Ref.PO Dtd.19.09.2020/ by Ritesh sir approved/ For CT Scaner/Anand Ortho Hospital
,,401,25/09/2020,AUM CORPORATION,SURAT,16963,Ref reject PO-395-9/20-21/ Because of price are interchange in both items
,,402,26/09/2020,GANESH INFOTECH,Nadiad,36249,As per mail/Quotation/ Dtd.21.09.2020/ 50%-ANAND
,,403,26/09/2020,GANESH INFOTECH,Nadiad,118000,As per Quotation dtd.15.05.2020/ 50%-ANAND
,,404,28/09/2020,N V ENTERPRISE,Anand,1400,Reorder Level/ Oct-2020
,,405,28/09/2020,G V SALES & SERVICE,BARODA,183470,Reorder Level/ Oct-2020
,,406,29/09/2020,HARIHAR BOOK DEPO,ANAND,2160,Oct-2020 stationary
,,407,29/09/2020,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,10993.2,Oct-2020
,,408,29/09/2020,PARAMOUNT,ANAND,4358.5,Oct-2020
,,409,29/09/2020,BHAVNA CLEANING,ANAND,3240,Oct-2020/ Cleaning Materials
,,410,29/09/2020,GALAXY SURGICAL,ANAND,9605,Reorder Level/ Oct-2020
,,411,29/09/2020,VRAJ PLASTIC,,3910,Oct-2020
,,412,30/09/2020,AKSHIT PHARMA AND SURGICALS,ANAND,1904,1 for Hetal Mam House/ 1 for Jayanti Parmar (Driver) by HR Req.
,,413,01/10/2020,ENERGY PRINT,BARODA,750,As per Quotation 09 Dtd.30.09.2020
,,414,01/10/2020,SHREE GANESH ENTERPRISE,SURAT,4816,For CT Biopsy Req.
,,415,02/10/2020,WHITE HOUSE,,2161.2,
,,416,02/10/2020,YOGI SERVICE,,550,New purchase on urgent basis for Dakor Branch
,,417,03/10/2020,ARVIND GOHIL,ANAND,300,For Account Req.
,,418,03/10/2020,SAINI AUTMOBILES,ANAND,7040,FOR USG-1
,,419,06/10/2020,OM AGENCY,ANAND,2240.23,used for office & patient/ Reorder Level
,,420,06/10/2020,AKSHIT PHARMA AND SURGICALS,ANAND,13267,Oxy meter with 1 year replacemnt warranty period
,,421,07/10/2020,AKSHIT PHARMA AND SURGICALS,ANAND,1524,Urgent basis/ For HRCT used
,,422,07/10/2020,AMIT PAPER MART,,3494,Reorder Level
,,423,08/10/2020,Inside Solution,Anand,16187.5,Reorder Level
,,424,08/10/2020,SANJIVANI MEDICINES,ANAND,2133.4,For Technician staff used
,,425,09/10/2020,KAYRAAH FASHION PVT LTD,Surat,5250,Advance payment against Performa Invoice
,,426,10/10/2020,Inside Solution,Anand,2089.19,"For Ritesh Sir Home used, Dtd.04.10.2020"
,,427,10/10/2020,ENERGY PRINT,BARODA,63720,Reorder Level/ Repeat order for all branches used
,,428,10/10/2020,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,5544,For Doctors Used
,,429,12/10/2020,KHODIYAR CORPORATION CO.,Anand,1750,Reorder Level/ Mothly used
,,430,12/10/2020,ADCARE,MODASA,2688,Reorder Level/ monthly used
,,431,12/10/2020,PROQMANAGE ASSOCIATES,ANAND,15000,Reorder Level/ For Staff & Patient used
,,432,12/10/2020,GALAXY SURGICAL,ANAND,740,Reorder Level
,,433,12/10/2020,AMIT CHEM TRADERS,VADODARA,37288,Reorder level
,,434,12/10/2020,DARSHI MARKETING,BARODA,23306,Reorder Level/ Repeat Order
,,435,12/10/2020,DARSHI MARKETING,BARODA,10326,Reorder Level/ Repeat Order
,,436,12/10/2020,DARSHI MARKETING,BARODA,7251,Reorder Level/ Repeat Order
,,437,12/10/2020,DARSHI MARKETING,BARODA,3626.5,Reorder Level/ Repeat Order
,,438,13/10/2020,KRISHNA PLASTIC,ANAND,11800,Reorder Level/ For HRCT Patient used
,,439,13/10/2020,RADHE MARKETING,Ahmedabad,5310,For Strature Wheel spare/ Req.by Zaria/G.F./ Adavance Payement(P&F-150 EXTRA)
,,440,13/10/2020,GALAXY SURGICAL,ANAND,799,Reorder Level
,,441,14/10/2020,AKSHIT PHARMA AND SURGICALS,ANAND,16412,Repeat order/ Mask for HRCT patient used
,,442,14/10/2020,DARSHI MARKETING,BARODA,6796,Reorder Level
,,443,14/10/2020,DARSHI MARKETING,BARODA,1522,Reorder Level/ With new Address
,,444,14/10/2020,DARSHI MARKETING,BARODA,5074,Reorder Level
,,445,15/10/2020,SHREE GANESH ENTERPRISE,SURAT,33076,Reorder Level
,,446,15/10/2020,PEARL COMPUTER,Anand,2150.03,For Borsad Branch
,,447,17/10/2020,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,4480,
,,448,17/10/2020,FUJI FILM INDIA PVT LTD,AHMEDABAD,64432.64,Reorder Level
,,449,19/10/2020,G V SALES & SERVICE,BARODA,29120,Reorder Level
,,450,20/10/2020,ARIHANT,,5320,Reorder Level
,,451,20/10/2020,BHAVNA CLEANING,ANAND,1250,Reorder Level
,,452,21/10/2020,Inside Solution,Anand,14750,Req.for Anand Server
,,453,21/10/2020,SAG POWER ELECTRONICS Pvt Ltd,Vadodara,40356,Req. for Petlad Branch/ As per Quotation dtd.21.10.2020
,,454,22/10/2020,FREELANCE PATEL AGENCY,ANAND,2800,Reorder/ For CD Cover
,,455,22/10/2020,ENERGY PRINT,BARODA,1170,For Diwali gift packing/ As per Quotation Dtd.22.10.2020
,,456,23/10/2020,ENERGY PRINT,BARODA,2250,For Patient used with logo
,,457,23/10/2020,ENERGY PRINT,BARODA,2535,For Diwali Gifts Packing
,,458,23/10/2020,RUTVI SYSTEM,ANAND,24777.46,Repeat Order as per last Quotation/ For Petlad Branch
,,459,26/10/2020,ENERGY PRINT,BARODA,4650,Reorder Level
,,460,26/10/2020,ENERGY PRINT,BARODA,3315,For Diwali Gifts Packing/ Reject PO-457 23.10.2020/ Due to Qty increased
,,461,26/10/2020,CARESTREAM,,449987,Reorder Level
,,462,27/10/2020,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,28508,
,,463,28/10/2020,OM AGENCY,ANAND,1641.78,Reorder Level
,,464,28/10/2020,PARAMOUNT,ANAND,2912,Nov-2020
,,465,28/10/2020,GALAXY SURGICAL,ANAND,16948,NOV-2020
,,466,28/10/2020,HARIHAR BOOK DEPO,ANAND,770,NOV-2020
,,467,28/10/2020,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,10786,NOV-2020
,,468,29/10/2020,BHAVNA CLEANING,ANAND,3850,NOV-2020
,,469,29/10/2020,N V ENTERPRISE,Anand,2200,NOV-2020
,,470,29/10/2020,RINA MEDICAL STORES,,5730.5,Reorder Level/ NOV-2020
,,471,29/10/2020,Inside Solution,Anand,10914,For Ritesh Sir/ Hetal Mam PC Backup purpose
,,472,29/10/2020,GALAXY SURGICAL,ANAND,1000,NOV-2020
,,473,29/10/2020,YOGI SERVICE,,8600,New comp.tonner instead of Origional HP tonner
,,474,30/10/2020,VRAJ PLASTIC,,3290,NOV-2020
,,475,30/10/2020,G V SALES & SERVICE,BARODA,154350,Reorder Level/ Nov-2020
,,476,31/10/2020,SARAL HYGIENE PRODUCT PRIVATE LIMITED,ANAND,10752,For Reorder Level
,,477,02/11/2020,GALAXY SURGICAL,ANAND,13440,FOR STAFF USED
,,478,02/11/2020,YOGI SERVICE,,19200,Spares for HP printer tonner 2 set (6 colour + 3 black)
,,479,03/11/2020,Inside Solution,Anand,5416,As per Quotation Dtd.31.10.2020/ For Server used-Anand
,,480,04/11/2020,Inside Solution,Anand,1300,For Laptop
,,481,04/11/2020,Inside Solution,Anand,228381,As per Quotation Dtd.4.11.2020
,,482,04/11/2020,FUJI FILM INDIA PVT LTD,AHMEDABAD,58621.12,Ref.PO-388-9/20-21 Dtd.18.09.2020/ 14*17 pending due to unavaibility / Payment allready done
,,483,05/11/2020,NISHITH SHAH,Ahmedabad,92250,For Diwali Gifts
,,484,06/11/2020,GENERATION M (MOBILE STORE),ANAND,14199.9,For Jatan shah/Social marketing/Dual 4G required/ For Vaibhavi-Account Dept-related works/ By Cheque
,,485,07/11/2020,SHREE GANESH ENTERPRISE,SURAT,33076,Reorder Level
,,486,07/11/2020,G V SALES & SERVICE,BARODA,14560,Reorder Level
,,487,09/11/2020,Inside Solution,Anand,8142,For Petlad/ As per quotation Dtd.6.11.2020
,,488,10/11/2020,ENERGY PRINT,BARODA,13440,Reorder level/ Repeat order
,,489,10/11/2020,DARSHI MARKETING,BARODA,118944,Reorder level/ 5000 qty/1.5 month available
,,490,11/11/2020,Inside Solution,Anand,6661,As per Quotation-Dtd.11.11.2020/ For Petlad
,,491,12/11/2020,Inside Solution,Anand,179654,Ref. reject PO-481 Dtd.4.11.2020/ Revised new PO for Nas storage
,,492,12/11/2020,KHODIYAR CORPORATION CO.,Anand,1750,Reorder
,,493,12/11/2020,TRINITY SYSTEM (RONALD),ANAND,15000,As per Quotation/ AMC for Cosec & EPABX 1.11.2020 TO 31.10.2021
,,494,13/11/2020,MEDITECH SERVICES,Ahmedabad,28000,For Borsad Branch/ As per last Quotation
,,495,13/11/2020,FUJI FILM INDIA PVT LTD,AHMEDABAD,104330.72,Repeat order
,,496,20/11/2020,ARVIND GOHIL,ANAND,2100,COMMON FOR MRI
,,497,20/11/2020,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,14885,Reorder level
,,498,20/11/2020,NEHAL ENTERPRISE,AHMEDABAD,28000,REF.REJECT PO-494-NAME CHANGE SUPPLIER-FROM-MEDITECH TO NEHAL ENTERPRISE
,,499,21/11/2020,G V SALES & SERVICE,BARODA,29120,REORDER LEVEL
,,500,21/11/2020,GALAXY SURGICAL,ANAND,8960,FOR STAFF USED/ REPEAT ORDER
,,501,21/11/2020,FREELANCE PATEL AGENCY,ANAND,19170,REPEAT ORDER (REDUCED PRICE 9.75 TO 9.25/PCS)
,,502,23/11/2020,YOGI SERVICE,,19200,"1 SET RESERVE, REORDER"
,,503,24/11/2020,GALAXY SURGICAL,ANAND,24063,For Dec-2020
,,504,25/11/2020,RONAK ENTERPRISE,ANAND,8899.13,FOR GJ23 AN 0028/ AS PER BILL
,,505,25/11/2020,PARAMOUNT,ANAND,2922,FOR DEC-2020
,,506,25/11/2020,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,26395.4,FOR DEC-2020
,,507,25/11/2020,SARAL HYGIENE PRODUCT PRIVATE LIMITED,ANAND,16128,DEC-2020
,,508,26/11/2020,BHAVNA CLEANING,ANAND,5150,DEC-2020
,,509,26/11/2020,VRAJ PLASTIC,,3320,DEC-2020
,,510,27/11/2020,Inside Solution,Anand,3540,REQ.BY IT DEPT./FOR HETAL MAM HOUISE/ URGENT BASIS/ AS PER QUOTATION DTD.27.11.2020
,,511,27/11/2020,RAJKOT SALES AGENCY,RAJKOT,9500,AS PER QUOTATION DTD.27.11.2020/ FOR REKHA NIVAS WATER PUMP/ WITH 1 YEAR WARRANTY PERIOD
,,512,28/11/2020,KRISHNA PLASTIC,ANAND,12980,Reorder Level (perforated after every 7-feet in roll)
,,513,28/11/2020,WHITE HOUSE,,3577.2,DEC-2020
,,514,28/11/2020,IT ZONE,ANAND,949,CASH PURCHASE/ AS PER QUOTATION DTD.28.11.2020/ FOR IRIS-CT PC/ REQ.BY IT DEPT.
,,515,28/11/2020,OM AGENCY,ANAND,2240.23,DEC-2020
,,516,30/11/2020,CARESTREAM,,449987,Reorder Level
,,517,30/11/2020,FUJI FILM INDIA PVT LTD,AHMEDABAD,25182.8,Reorder Level
,,518,30/11/2020,AMIT CHEM TRADERS,VADODARA,22372,
,,519,30/11/2020,SHREE GANESH ENTERPRISE,SURAT,33076,Reorder Level
,,520,30/11/2020,HARIHAR BOOK DEPO,ANAND,1209.6,Stationary-Dec-2020
,,521,01/12/2020,ENERGY PRINT,BARODA,18240,Reorder Level
,,522,01/12/2020,ALLENGERS MEDICAL SYSTEMS LTD,MOHALI,425000,FOR PETLAD BRANCH
,,523,01/12/2020,SPAN SALES & SERVICES,ANAND,900,Cash purchase / for General Used
,,524,01/12/2020,ADCARE,MODASA,2688,Repeat order
,,525,03/12/2020,ARVIND GOHIL,ANAND,2100,Common for all branches
,,526,03/12/2020,ARVIND GOHIL,ANAND,2100,Common for all branches
,,527,04/12/2020,DARSHI MARKETING,BARODA,25724,Reorder Level
,,528,04/12/2020,G V SALES & SERVICE,BARODA,154350,Reorder Level
,,529,05/12/2020,ARVIND GOHIL,ANAND,3750,Reorder Level/ Roentgen PNDT Book
,,530,05/12/2020,ARVIND GOHIL,ANAND,3750,Reorder Level/ Roentgen PNDT Book
,,531,05/12/2020,FREELANCE PATEL AGENCY,ANAND,625,CASH PURCHASE/ FOR MRI KARDIAC/CBCT REQ.
,,532,07/12/2020,ARVIND GOHIL,ANAND,2500,FOR PETLAD WITH NEW ADRESS
,,533,07/12/2020,PROQMANAGE ASSOCIATES,ANAND,12000,FOR STAFF & PATIENT USED/ BY CHEQUE
,,534,07/12/2020,SUPERNOVA SYSTEMS PVT LTD,AHMEDABAD,4595,FOR GENRATOR SET-ANAND-P & F-Rs.95+GST
,,535,08/12/2020,ENERGY PRINT,BARODA,28000,As per Quotation Dtd.8.12.2020
,,536,08/12/2020,DIGITECH SYSTEMS,VADODARA,139500,As per Quotation Dtd.5.12.2020/ For Ahan home new PC req.
,,537,08/12/2020,TECHNO HOUSE,Godhra,135450,REF. REJECT PO-536 DTD.8.12.2020/ FOR AHAN NEW PC REQ./ AS PER QUOTATION DTD.8.12.2020
,,538,09/12/2020,RUTVI SYSTEM,ANAND,5300,FOR RITESH SIR/ FINALISED BY RITESH SIR
,,539,09/12/2020,GALAXY SURGICAL,ANAND,7280,FOR RITESH SIR/ DOCTORS USED NITRILE BLUE GLOVES
,,540,10/12/2020,Inside Solution,Anand,9782,For HR Dept. & Borsad Reception Req./ As per Quotation Dtd.5.12.2020
,,541,12/12/2020,Inside Solution,Anand,2590.5,FOR AHAN-HOME PC ON URGENT BASIS/ As per mail by Bhavesh / IT Dept.
,,542,15/12/2020,ENERGY PRINT,BARODA,9900,"BLANK ENVELOPE FOR EXTERNAL USED-B,Y,G,W COLOUR"
,,543,15/12/2020,AKSHIT PHARMA AND SURGICALS,ANAND,2935,FOR MRI REQ./ SMALL GLOVES FOR PETLAD STAFF
,,544,15/12/2020,TECHNO HOUSE,Godhra,2550,Req.for ANAND/ As per Quotation Dtd.15.12.2020/ Crucial make/ 3 years warranty
,,545,18/12/2020,G V SALES & SERVICE,BARODA,29120,REPEAT ORDER
,,546,18/12/2020,GALAXY SURGICAL,ANAND,13440,
,,547,21/12/2020,N V ENTERPRISE,Anand,1000,REPEAT ORDER / REUSED 5LTR CAN/ REDUCE PRICE
,,548,21/12/2020,PROQMANAGE ASSOCIATES,ANAND,12000,For staff & patient used
,,549,21/12/2020,SAREGAMA MOBILE,ANAND,5750,FOR BORSAD NEW MOBILE/ BY CHEQUE
,,550,21/12/2020,SAREGAMA MOBILE,ANAND,5750,FOR DAKOR NEW MOBILE/ BY CHEQUE
,,551,21/12/2020,SATYAM AUTO ELECTRIC & BATTERY,KHEDA,7600,"FOR DAKOR UPS, 6 MONTH WARRANTY BY NIRANJAN"
,,552,23/12/2020,KHODIYAR CORPORATION CO.,Anand,1750,CASH PURCHASE
,,553,23/12/2020,SANJIVANI MEDICINES,ANAND,2133.4,FOR TECHNICIAN USED
,,554,23/12/2020,Inside Solution,Anand,490,CASH PURCHASE/ REQUIRED URGENT FOR VAN/ BY AMAN-IT
,,555,26/12/2020,FUJI FILM INDIA PVT LTD,AHMEDABAD,89855,JAN-2021
,,556,26/12/2020,SHREE GANESH ENTERPRISE,SURAT,33076,JAN-2020
,,557,26/12/2020,ADCARE,MODASA,1344,JAN-2020
,,558,26/12/2020,AMIT CHEM TRADERS,VADODARA,14916,JAN-2021
,,559,28/12/2020,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,3024,FOR DOCTORS
,,560,28/12/2020,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,24522,JAN-2020
,,561,28/12/2020,PARAMOUNT,ANAND,4256,JAN-2020
,,562,28/12/2020,TRINITY SYSTEM (RONALD),ANAND,5300,As per Quotation Dtd.23.12.2020/ For PETLAD branch
,,563,28/12/2020,GALAXY SURGICAL,ANAND,14664,JAN-2021
,,564,28/12/2020,OM AGENCY,ANAND,1641.78,JAN-2021
,,565,28/12/2020,AMIT PAPER MART,,8422,REORDER
,,566,29/12/2020,Inside Solution,Anand,3109,As per Quotation Dtd.25.12.2020/ For ANAND ORTHOPEDIC HOSPITAL
,,567,29/12/2020,IT ZONE,ANAND,4900,As per Quotation Dtd.29.12.2020 / For Hetal mam Home PC
,,568,29/12/2020,TECHNO HOUSE,Godhra,12476,As per Quotation Dtd.25.12 & 29.12.2020/ For ANAND & PETLAD
,,569,30/12/2020,YOGI SERVICE,,19200,REORDER
,,570,30/12/2020,ENERGY PRINT,BARODA,45000,As per Hetal mam Req./140 Rate+3000 Transportation
,,571,30/12/2020,BHAVNA CLEANING,ANAND,5540,JAN-2021
,,572,30/12/2020,HARIHAR BOOK DEPO,ANAND,1285,JAN-2021
,,573,30/12/2020,VRAJ PLASTIC,,3265,JAN-2021
,,574,31/12/2020,ANUBHARTI (MAFATLAL),ANAND,32370,FOR SWEEPER STAFF
,,575,31/12/2020,SARAL HYGIENE PRODUCT PRIVATE LIMITED,ANAND,16128,JAN-2021
,,576,01/01/2021,SHREE GANESH ENTERPRISE,SURAT,14560,UROSCAN 76 100ML/ Instead of Urografin-Vision Sales
,,577,02/01/2021,AKSHIT PHARMA AND SURGICALS,ANAND,4830,For Borsad Branch Req.
,,578,04/01/2021,NISHANT ENTERPRISE,ANAND,1150,CASH PURCHASE/ FOR 2nd FLOOR RO
,,579,04/01/2021,ARVIND GOHIL,ANAND,2720,FOR DEPT. CLEANING BOOK-KALPESH DALWADI REQ.
,,580,04/01/2021,ARVIND GOHIL,ANAND,500,FOR BIOPSY CONSENT
,,581,05/01/2021,Inside Solution,Anand,15636,As per Quotaion/ FOR Anand 2nd floor and Server to Nas
,,582,05/01/2021,CARESTREAM,,465088.96,
,,583,06/01/2021,DARSHI MARKETING,BARODA,15458,REPEAT ORDER
,,584,06/01/2021,KRISHNA PLASTIC,ANAND,15340,REPEAT ORDER/ COST RISES PER KGS-Rs.20/ ROW MATERIAL
,,585,06/01/2021,RINA MEDICAL STORES,,4822,JAN-2021
