,,V No,Date,Party,City,Total Amt,Remarks
,,384,03/04/2020,GALAXY SURGICAL,ANAND,4720,
,,385,03/04/2020,NAGESHWARI PRINTER,ANAND,2400,FOR DAKOR X RAY HOUSE
,,386,06/04/2020,OM AGENCY,ANAND,1800,RECEIVED ON DTD.6.4.2020
,,387,08/04/2020,SHIV MEDICAL STORE,ANAND,5000,CASH PURCHASE/NO BILL/USED FOR PATIENT-SECURITY G/F
,,388,09/04/2020,VRAJ PLASTIC,,520,FOR APR-2020
,,389,10/04/2020,GUJARAT SURGICALS,ANAND,212,FOR SAMPLE PURPOSE/CASH PURCHASE
,,390,11/04/2020,G V SALES & SERVICE,BARODA,115762,FOR APR-2020
,,391,13/04/2020,GUJARAT SURGICALS,ANAND,1456,FOR CO-ORDINATORS
,,392,13/04/2020,NIRALI SURGICAL,NADIAD,9000,PURCHASE REF. BY RITESH SIR
,,393,13/04/2020,NIRALI SURGICAL,NADIAD,893,CASH PURCHASE/ONLINE ENTRY DONE
,,394,13/04/2020,RAYTECH MEDICAL SERVICE,AHMEDABAD,5760,FOR STAFF USED
,,395,16/04/2020,CREATIVE ENTERPRISE,ANAND,5600,CASH PURCHASE/ DUE TO LESS STOCK OF BAGS/ URGENCY
,,396,17/04/2020,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,3628,FOR REQ. CT-RECEIVED DTD.8.4.2020
,,397,18/04/2020,KHUSBU TAILOR (HEMANT MENGAR),PETLAD,7000,FOR INTERNAL STAFF USED
,,398,18/04/2020,ERA DESIGN INCORPORATION,VADODARA,14750,FOR INTERNAL STAFF USED
,,399,22/04/2020,AKSHIT PHARMA AND SURGICALS,ANAND,8288,BY CHEQUE PURCHASE
,,400,25/04/2020,ARIHANT,,9576,
,,401,25/04/2020,VRAJ PLASTIC,,2400,
,,402,27/04/2020,HARIHAR BOOK DEPO,ANAND,2430,FOR MAY-2020
,,403,29/04/2020,BHAVNA CLEANING,ANAND,4390,FOR APR-MAY-2020
,,404,29/04/2020,RINA MEDICAL STORES,,3971,FOR MAY-2020
,,405,30/04/2020,CASH PURCHASE,,80,FOR HAND WASH/ALL FLOORS
,,406,01/05/2020,SHREE GANESH ENTERPRISE,SURAT,7280,FOR MAY-JUN 2020
,,407,01/05/2020,GUJARAT SURGICALS,ANAND,1568,FOR ALL CENTERS
,,408,01/05/2020,RAYTECH MEDICAL SERVICE,AHMEDABAD,5120,CASE PURCHASE/REF.RAMESH SIR/WITHOUT BILL
,,409,01/05/2020,INDUS,ANAND,1792,FOR MAY-2020
,,410,04/05/2020,VRAJ PLASTIC,,140,BY CASH/NO BILL/FOR X-RAY PLATES
,,411,05/05/2020,PARAMOUNT,ANAND,952,
,,412,05/05/2020,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,142538,FOR QUARTERLY STOCK
,,413,06/05/2020,UDGAR ENTERPRISE,ANAND,880,CASH PURCHASE/FOR CT/MRI BED SHEET/DISPOSABLE
,,414,06/05/2020,GUJARAT SURGICALS,ANAND,784,FOR ANAND CENTER USED
,,415,06/05/2020,SAFALYA COTTON WASTE,ANAND,800,MAY-2020 REQ.
,,416,07/05/2020,GUJARAT SURGICALS,ANAND,300,CASH PURCHASE/FOR CT REQ./RECEIVED ON 21.04.2020
,,417,09/05/2020,KUSUM ELECTRIC CORPORATION,,100,FOR 1ST FLOOR WASHROOM / CASH PURCHASE
,,418,12/05/2020,RAYTECH MEDICAL SERVICE,AHMEDABAD,13415,FOR INERNAL USED
,,419,12/05/2020,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,10810,
,,420,13/05/2020,JALARAM PACKAGING,ANAND,3192,FOR CT/MRI REQ./CASH PURCHASE/DTD.13.05.2020
,,421,14/05/2020,BHAVNA CLEANING,ANAND,5070,
,,422,14/05/2020,BHAVNA CLEANING,ANAND,2640,FOR MAY/JUN 2020
,,423,15/05/2020,CASH PURCHASE,,560,FOR GENERAL USED
,,424,18/05/2020,ASHWINI MEDICAL STORE,ANAND,861,FOR CT/MRI REQ.
,,425,18/05/2020,RINA MEDICAL STORES,,167,FOR CT/MRI REQ.
,,426,18/05/2020,OM AGENCY,ANAND,1875,FOR PATIENTS
,,427,21/05/2020,G V SALES & SERVICE,BARODA,29120,
,,428,21/05/2020,CARESTREAM,,299992,
,,429,21/05/2020,SAFALYA COTTON WASTE,ANAND,800,CASH PURCHASE / 20 KGS
,,430,22/05/2020,FUJI FILM INDIA PVT LTD,AHMEDABAD,86003,FOR JUN-2020
,,431,22/05/2020,UDGAR ENTERPRISE,ANAND,380,FOR X-RAY & MRI REQ.
,,432,22/05/2020,HARIHAR BOOK DEPO,ANAND,210,FOR MOUSE
,,433,25/05/2020,SHREE SAINATH MEDICAL STORES,ANAND,800,CASH PURCHASE / FOR SECURITY ENTRANCE & GENERAL
,,434,25/05/2020,CASH PURCHASE,,180,CASH PURCHASE / FROM OUTSOURCE / INTERNAL DEPARTMENT
,,435,25/05/2020,SHREE SAINATH MEDICAL STORES,ANAND,800,CASH PURCHASE / FOR SECURITY ENTRANCE & GENERAL
,,436,25/05/2020,PARAMOUNT,ANAND,1484,FOR DR.DHRUVINA/MRI/4TH FLOOR REQ.
,,437,25/05/2020,PARAMOUNT,ANAND,7840,
,,438,25/05/2020,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,21579,
,,439,25/05/2020,VRAJ PLASTIC,,3110,
,,440,26/05/2020,MEDICAL GAS PIPELINES & SERVICES,VADODARA,5250,FOR PATIENT 
,,441,26/05/2020,ENERGY PRINT,BARODA,53100,"10,000 FOR ANAND & 2,300 FOR GODHRA EXTRTA 150 FOR SORTING"
,,442,26/05/2020,DARSHI MARKETING,BARODA,89049,
,,443,26/05/2020,DARSHI MARKETING,BARODA,7977,REF.PO-53-2/19-20 DTD.22.2.2020 (NEW EXTRA BAGS PO)
,,444,26/05/2020,DARSHI MARKETING,BARODA,23930,
,,445,27/05/2020,GUJARAT SURGICALS,ANAND,1400,ISSUE DIRECT TO Dr.DHAVAL PATEL/4D BASEMENT
,,446,27/05/2020,PARAMOUNT,ANAND,16940,
,,447,27/05/2020,DARSHI MARKETING,BARODA,13654,
,,448,28/05/2020,OM AGENCY,ANAND,480,FOR DOCTORS MEETING
,,449,29/05/2020,UDGAR ENTERPRISE,ANAND,590,FOR CENTER KHICHDI-KADHI PROGRAM USED Dtd.29.5.2020
,,450,30/05/2020,G V SALES & SERVICE,BARODA,77176,
,,451,30/05/2020,PARAG MEDICAL,,325,FOR MOUSE KILLER / BORSAD BRANCH /CASH PURCHASE
,,452,30/05/2020,AUM CORPORATION,SURAT,10620,
,,453,01/06/2020,SAFALYA COTTON WASTE,ANAND,800,CASH PURCHASE
,,454,02/06/2020,K T HEALTHCARE SOLUTIONS,AHMEDABAD,9600,FOR STAFF USED
,,455,03/06/2020,SARAL HYGIENE PRODUCT PRIVATE LIMITED,ANAND,14560,
,,456,03/06/2020,GUJARAT SURGICALS,ANAND,1239,FOR SANITIZING PURPOSE/ ALL CENTERS
,,457,03/06/2020,VISION SALES,,19980,
,,458,04/06/2020,FREELANCE PATEL AGENCY,ANAND,10730,
,,459,04/06/2020,CASH PURCHASE,,15,REQ. BY CT-ROHIT
,,460,04/06/2020,WHITE HOUSE,,3290,
,,461,04/06/2020,RINA MEDICAL STORES,,910,
,,462,04/06/2020,NEW GAYATRI ENTERPRISE,,559,CASH PURCHASE
,,463,04/06/2020,GUJARAT SURGICALS,ANAND,635,FOR CT REQ
,,464,08/06/2020,CASH PURCHASE,,15,FOR CT REQ.
,,465,08/06/2020,SHREE GANESH ENTERPRISE,SURAT,5656,REQ. BY RITESH SIR/ONLINE/BY MAIL Dtd.05.06.2020
,,466,08/06/2020,AMIT PAPER MART,,6496,DIRECT TAKEN BY Dr.DHAVAL SIR/4D SONO
,,467,08/06/2020,INDUS,ANAND,1792,
,,468,08/06/2020,AMIT CHEM TRADERS,VADODARA,22373,
,,469,08/06/2020,HARIHAR BOOK DEPO,ANAND,2165,FOR JUN-2020 STOCK
,,470,09/06/2020,BHAVNA CLEANING,ANAND,750,
,,471,09/06/2020,SHREE GANESH ENTERPRISE,SURAT,28840,FOR CT REQ.BIOPSY PURPOSE
,,472,09/06/2020,ADCARE,MODASA,1456,FOR MRI REQ.
,,473,10/06/2020,RELIANCE RETAIL LTD.,ANAND,8398,CASH PURCHASE FOR ANAND STORES MULTIPLE USES (MI 8A DUAL)
,,474,10/06/2020,UDGAR ENTERPRISE,ANAND,407.7,CASH PURCHASE / FOR CT REQ.BED SHEET
,,475,10/06/2020,G V SALES & SERVICE,BARODA,115762,
,,476,10/06/2020,G V SALES & SERVICE,BARODA,34944,
,,477,11/06/2020,CASH PURCHASE,,40,CASH PURCHASE / HR REQ / FOR WASHING CLOTH HANGER
,,478,11/06/2020,N S J CORPORATION,AHMEDABAD,21844,FOR SANITIZE PPE SET
,,479,11/06/2020,BHAVNA CLEANING,ANAND,1500,FOR JUN-2020
,,480,12/06/2020,CASH PURCHASE,,200,FOR DOCTORS USED
,,481,12/06/2020,AMAR TRADING COMPANY,,538,
,,482,13/06/2020,OM AGENCY,ANAND,1800,
,,483,13/06/2020,GUJARAT SURGICALS,ANAND,1239,FOR SANITISE PURPOSE
,,484,13/06/2020,HARIHAR BOOK DEPO,ANAND,100,CASH PURCHASE/FOR HR REQ.
,,485,13/06/2020,VRAJ PLASTIC,,150,CASH PURCHASE/HR REQ./FOR DOCTORS MEETING
,,486,15/06/2020,ENERGY PRINT,BARODA,0,FREE SAMPLE FOR IRIS L/H (EXTRA)
,,487,15/06/2020,OM AGENCY,ANAND,440,FOR DOCTORS MEETING/HR REQ.
,,488,15/06/2020,AKSHIT PHARMA AND SURGICALS,ANAND,13440,FOR INTERNAL STAFF USED
,,489,15/06/2020,ADCARE,MODASA,2912,FOR CT DISPOSABLE BEDSHEET / SHIPPING & PACKING EXTRA 260Rs.
,,490,15/06/2020,AMAR TRADING COMPANY,,1003,FOR SANITISE PURPOSE
,,491,15/06/2020,DARSHI MARKETING,BARODA,118330,FOR CT/MRI COMMON BAGS
,,492,15/06/2020,DARSHI MARKETING,BARODA,6797,
,,493,15/06/2020,DESKTOP CREATORS,ANAND,50000,REF MAIL BY IT/ HIMANSHU
,,494,15/06/2020,DESKTOP CREATORS,ANAND,2300,DIRECT ISSUE IT/HIMANSHU
,,495,15/06/2020,DARSHI MARKETING,BARODA,10832,
,,496,16/06/2020,CASH PURCHASE,,60,FOR GENERAL USE/CASE PURCHASE
,,497,16/06/2020,NATIONAL PHARMA,AHMEDABAD,10018,
,,498,16/06/2020,GALAXY SURGICAL,ANAND,403,FOR CT REQ.BIOPSY PURPOSE
,,499,16/06/2020,Inside Solution,Anand,2850,REF BY IT/HIMANSHU/FOR K S PRAJAPATI HOME PC USED
,,500,16/06/2020,DARSHI MARKETING,BARODA,2726,
,,501,17/06/2020,BHAVNA CLEANING,ANAND,200,CASH PURCHASE
,,502,17/06/2020,BHAVNA CLEANING,ANAND,140,CASH PURCHASE
,,503,17/06/2020,CASH PURCHASE,,10,FOR HR REQ.
,,504,17/06/2020,CARESTREAM,,338962,
,,505,18/06/2020,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,1395,
,,506,18/06/2020,PARAMOUNT,ANAND,5932,
,,507,18/06/2020,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,6345,
,,508,18/06/2020,PARAMOUNT,ANAND,5488,
,,509,18/06/2020,GUJARAT SURGICALS,ANAND,404,FOR CT REQ.
,,510,18/06/2020,UDGAR ENTERPRISE,ANAND,846,FOR CT DISP BEDSHEET
,,511,18/06/2020,VRAJ PLASTIC,,2400,
,,512,20/06/2020,CASH PURCHASE,,280,RUPALI DRESSES/ CASE PURCHASE/ FOR SONAL-SWEEPER-2nd FLOOR
,,513,20/06/2020,HARIHAR BOOK DEPO,ANAND,120,CASE PURCHASE
,,514,20/06/2020,AKSHIT PHARMA AND SURGICALS,ANAND,2117,FOR RECEPTION/PATIENT USED
,,515,22/06/2020,KENA MARKETING PVT LTD._TAX,BARODA,2186,
,,516,22/06/2020,KENA MARKETING PVT LTD._TAX,BARODA,3816,
,,517,22/06/2020,AKSHIT PHARMA AND SURGICALS,ANAND,1551,FOR MANISH-CT REQ.
,,518,22/06/2020,SANJIVANI MEDICINES,ANAND,12376,FOR INTERNAL STAFF USED
,,519,22/06/2020,ARVIND GOHIL,ANAND,3750,
,,520,22/06/2020,ARVIND GOHIL,ANAND,3750,
,,521,22/06/2020,CASH PURCHASE,,200,FOR 4TH FLOOR/MRI REQ.
,,522,23/06/2020,SANJIVANI MEDICINES,ANAND,1024,REF. RAMESH SIR/FOR BORSAD/CASE PURCHASE
,,523,23/06/2020,WHITE HOUSE,,1385,FOR JUL-2020
,,524,23/06/2020,AKSHIT PHARMA AND SURGICALS,ANAND,4480,FOR INTERNAL STAFF
,,525,24/06/2020,RINA MEDICAL STORES,,160,FOR CT-MRI REQ.
,,526,24/06/2020,HARIHAR BOOK DEPO,ANAND,150,FOR HR REQ.
,,527,24/06/2020,CASH PURCHASE,,100,FOR HR REQ.
,,528,24/06/2020,CASH PURCHASE,,300,FOR ANAND ORTHO-CT REQ. & GENERAL
,,529,25/06/2020,AMIT PAPER MART,,100,CASE PURCHASE FOR REPORTING/ SAMPLE PURPOSE/ BY IT/ HIMANSHU
,,530,25/06/2020,FREELANCE PATEL AGENCY,ANAND,11150,FOR JUN-JUL 2020
,,531,26/06/2020,PROQMANAGE ASSOCIATES,ANAND,12000,BY CHEQUE/ Rs.200 Extra for Deliver charges
,,532,26/06/2020,NEW GAYATRI ENTERPRISE,,149,CASE PURCHASE
,,533,26/06/2020,SAFALYA COTTON WASTE,ANAND,800,Cash purchase 20 KGS
,,534,27/06/2020,ENERGY PRINT,BARODA,1900,NON WOVEN BAG TEMPARARY USED INSTAED OF REGULAR BAGS
,,535,27/06/2020,UDGAR ENTERPRISE,ANAND,891,FOR CT BED SHEET
,,536,29/06/2020,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,4144,
,,537,29/06/2020,RADIO RAYS XRAY,AHMEDABAD,27000,FOR REPAIRING OF X-RAY VAN
,,538,29/06/2020,OPTILAB,ANAND,4036,FOR RECEPTION USED
,,539,29/06/2020,KRUSHI AGRITECH,ANAND,3000,FOR ANAND ORTHO HOSPITAL
,,540,29/06/2020,SAINI AUTMOBILES,ANAND,6236,FOR ANAND ORTHO UPS
,,541,29/06/2020,DESKTOP CREATORS,ANAND,4168,FOR REPORTING 
,,542,29/06/2020,GALAXY SURGICAL,ANAND,3808,FOR DOCTORS USED
,,543,29/06/2020,RINA MEDICAL STORES,,1255.8,FOR CT/MRI REQ
,,544,30/06/2020,BHAVYA MEDICAL & GENERAL STORE,ANAND,9900,FOR INTERNAL STAFF USED
,,545,30/06/2020,AMAR TRADING COMPANY,,1003,FOR SANITIZATION PURPOSE
,,546,30/06/2020,Y K J PRODUCTS,PUNE,5811,FOR SANITIZATION
,,547,30/06/2020,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,11639,
,,548,30/06/2020,CARESTREAM,,30204,
,,549,01/07/2020,CASH PURCHASE,,160,TRUPTI STATIONARY / CASE PURCHASE
,,550,01/07/2020,PARAG MEDICAL,,180,CASE PURCHASE / FOR INTERNAL STAFF USED
,,551,01/07/2020,PATANJALI AYURVED,ANAND,110,CASE PURCHASE / FOR INTERNAL STAFF USED
,,552,02/07/2020,ARVIND GOHIL,ANAND,1400,
,,553,03/07/2020,HARIHAR BOOK DEPO,ANAND,1886,FOR JUL-2020 STATIONARY
,,554,03/07/2020,G V SALES & SERVICE,BARODA,115762,FOR JUL-2020
,,555,03/07/2020,D MART AVENUE SUPERMARTS LTD,,1524,FOR HOUSE KEEPING 
,,556,03/07/2020,SANJIVANI MEDICINES,ANAND,1024,FOR HETAL MAM HOUSE/REQ.HR/EKTA
,,557,03/07/2020,CASH PURCHASE,,160,FOR GENERAL STOCK JUL-2020
,,558,04/07/2020,CASH PURCHASE,,420,FOR JUL-2020
,,559,04/07/2020,GUJARAT SURGICALS,ANAND,302,FOR CT REQ./ CASH PURCHASE
,,560,04/07/2020,SAFALYA COTTON WASTE,ANAND,800,
,,561,04/07/2020,VRAJ PLASTIC,,3430,FOR JUL-2020 STOCK
,,562,04/07/2020,VRAJ PLASTIC,,400,FOR HETAL MAM HOUSE USED & GENERAL
,,563,04/07/2020,AKSHIT PHARMA AND SURGICALS,ANAND,1512,FOR HETAL MAM HOUSE
,,564,04/07/2020,AMAR TRADING COMPANY,,538,
,,566,06/07/2020,DESKTOP CREATORS,ANAND,1450,FOR HETAL MAM HOUSE/ BY HIMANSHU IT.
,,567,06/07/2020,AMIT CHEM TRADERS,VADODARA,37288,FOR JUL-2020
,,568,06/07/2020,GALAXY SURGICAL,ANAND,5500,FOR RITESH SIR REQ.
,,569,07/07/2020,BHAVNA CLEANING,ANAND,6510,FOR JUL-2020
,,570,07/07/2020,GUJARAT SURGICALS,ANAND,368,FOR INTERNAL STAFF USED/ CASH PURCHASE/ SAMPLE
,,571,07/07/2020,SARAL HYGIENE PRODUCT PRIVATE LIMITED,ANAND,18816,
,,572,07/07/2020,INDUS,ANAND,1792,
,,573,07/07/2020,GUJARAT SURGICALS,ANAND,3675,FOR BRANCHES ANESTHETIC USED
,,574,07/07/2020,SHREE GANESH ENTERPRISE,SURAT,22050,
,,575,07/07/2020,OM AGENCY,ANAND,2260,FOR JUL-2020
,,576,07/07/2020,HARIHAR BOOK DEPO,ANAND,540,FOR HR & SECURITY REQ.
,,577,08/07/2020,CASH PURCHASE,,200,MEERA ENTERPRISE/ CASE PURCHASE/ FOR CODLESS/ JATAN REQ.
,,578,08/07/2020,ENERGY PRINT,BARODA,1140,NON WOVEN BAGS TEMPARORY USED INSTEAD OF 11*14 ANAND REGULAR BAGS.
,,579,09/07/2020,NEW GAYATRI ENTERPRISE,,768,FOR JUL-2020
,,580,09/07/2020,DESKTOP CREATORS,ANAND,41000,FOR HETAL MAM HOUSE/ DIRECT ISSUE BY HIMANSHI/IT
,,581,10/07/2020,FUJI FILM INDIA PVT LTD,AHMEDABAD,71599,FOR JUL-2020
,,582,11/07/2020,ADCARE,MODASA,1456,FOR CT-MRI USED
,,583,11/07/2020,DESKTOP CREATORS,ANAND,17853,FOR REPORTING REQ.
,,584,11/07/2020,SHREE GANESH ENTERPRISE,SURAT,25760,FOR CT REQ.
,,585,11/07/2020,WHITE HOUSE,,1416,FOR JUL-2020
,,586,11/07/2020,UDGAR ENTERPRISE,ANAND,792,FOR DISP. BEDSHEET
,,587,11/07/2020,PARAMOUNT,ANAND,4119,FOR JUL-2020
,,588,11/07/2020,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,30450,FOR JUL-2020
,,589,11/07/2020,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,10261,FOR JUL-2020
,,590,13/07/2020,G V SALES & SERVICE,BARODA,29120,FOR JUL-2020
,,591,14/07/2020,ARVIND GOHIL,ANAND,520,FOR GENERAL STAMPS
,,592,14/07/2020,BHAVNA CLEANING,ANAND,1500,FOR SANITIZE PURPOSE
,,593,14/07/2020,UDGAR ENTERPRISE,ANAND,400,FOR CT DISP BEDSHEET
,,594,14/07/2020,GALAXY SURGICAL,ANAND,10800,
,,595,15/07/2020,CARESTREAM,,338962,
,,596,15/07/2020,VACHHRAJ MEDICO,ANAND,7350,FOR INTERNAL STAFF USED/ CASH PURCHASE
,,597,16/07/2020,AKSHIT PHARMA AND SURGICALS,ANAND,11480,FOR INTERNAL STAFF USED
,,598,16/07/2020,AKSHIT PHARMA AND SURGICALS,ANAND,4290,FOR INTERNAL STAFF USED
,,599,16/07/2020,RINA MEDICAL STORES,,3955,FOR CT-AOH STAFF
,,600,16/07/2020,GUJARAT SURGICALS,ANAND,5513,FOR INTERNAL STAFF USED
,,601,16/07/2020,PARAMOUNT,ANAND,13440,FOR INTERNAL STAFF USED
,,602,16/07/2020,KRISHNA PLASTIC,ANAND,11576,FOR DISP BEDSHEET-CT REQ.
,,565,17/07/2020,INFINITI RETAIL LTD (CROMA),ANAND,3198,For Hetal Mam House
,,603,17/07/2020,HARIHAR BOOK DEPO,ANAND,150,FOR HR/SHRADDHA REQ./CASE PURCHASE
,,604,17/07/2020,CASH PURCHASE,,320,CASE PURCHASE/ FOR DOCTORS USED
,,605,20/07/2020,RINA MEDICAL STORES,,500,FOR DOCTORS USED/ CASH PURCHASE
,,606,20/07/2020,HARIHAR BOOK DEPO,ANAND,180,FOR HR REQ.
,,607,21/07/2020,SANJIVANI MEDICINES,ANAND,1589,FOR SELECTED INTERNAL STAFF USED
,,608,21/07/2020,GENERATION M (MOBILE STORE),ANAND,6300,FOR JATAN SHAH REQ./ BY CHEQUE
,,609,21/07/2020,CASH PURCHASE,,30,FOR GENERAL HR REQ./CASH PURCHASE
,,610,22/07/2020,CASH PURCHASE,,300,ASHOK TEXTILES/ CASH PURCHASE
,,611,22/07/2020,CASH PURCHASE,,300,GENERAL CASH PURCHASE/ BY HR REQ.
,,612,23/07/2020,PARAG MEDICAL,,188,CASH PURCHASE/ CT-AOH & GENERAL
,,613,23/07/2020,SAFALYA COTTON WASTE,ANAND,800,CASH PURCHASE
,,614,23/07/2020,DESKTOP CREATORS,ANAND,93400,"Bill No: 73993(17/07/2020),74196(23/07/2020)"
,,615,23/07/2020,HARIHAR BOOK DEPO,ANAND,200,FOR HIMANSHU IT REQ./FOR HETAL MAM HOME NEW PC
,,616,23/07/2020,Inside Solution,Anand,13877,FOR AUG-2020
,,617,23/07/2020,FREELANCE PATEL AGENCY,ANAND,2100,
,,618,25/07/2020,YOGI SERVICE,,5000,FOR REPORTING REQ.
,,619,25/07/2020,ENERGY PRINT,BARODA,1140,INSTEAD OF 11*14 REGULAR BAGS USED NON WOVEN BAGS (TEMPORARY)
,,620,27/07/2020,CASH PURCHASE,,110,CASH PURCHASE/URGENT/ FOR CT ANAND ORTHO HOSP.
,,621,27/07/2020,CASH PURCHASE,,575,CASH PURCHASE/ FOR HRCT PATIENT/ DISPOSABLE
,,622,28/07/2020,SAHAJANAND STATIONARY MART,,120,CASH PURCHASE/ FOR HR REQ.
,,623,28/07/2020,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,9240,FOR DOCTORS USED
,,624,28/07/2020,CASH PURCHASE,,180,For Ritesh Sir codeless/ By Hemant shah req./ Cash purchase
,,625,28/07/2020,ASHWINI MEDICAL STORE,ANAND,397,For Aug-2020
,,626,28/07/2020,ASHWINI MEDICAL STORE,ANAND,1260,For MRI/ Cardiac Req.
,,627,28/07/2020,R K ENGINEERING PROJECTS,ANAND,2300,For HRCT Related.
,,628,28/07/2020,GALAXY SURGICAL,ANAND,398,For MRI/CARDIAC Req.
,,629,28/07/2020,VRAJ PLASTIC,,1510,For Aug-2020
,,630,28/07/2020,YOGI SERVICE,,2500,For Hetal mam house/ Freya AIO pc/ By Himanshu/IT
,,631,28/07/2020,G V SALES & SERVICE,BARODA,154350,For Aug-2020
,,632,28/07/2020,SAINI AUTMOBILES,ANAND,6420,For Petlad/ UPS/ By Himanshu/ IT
,,633,28/07/2020,YOGI SERVICE,,3100,For CT-AOH & Hetal mam house/ Ahan PC.
,,634,30/07/2020,SAINI AUTMOBILES,ANAND,3880,For GJ23Y3286
,,635,30/07/2020,PROQMANAGE ASSOCIATES,ANAND,12000,For Patient used./ Rs.200 extra for Delivery charges
,,636,30/07/2020,D MART AVENUE SUPERMARTS LTD,,1300,Cash purchase/ For Aug-2020
,,637,31/07/2020,NAGESHWARI PRINTER,ANAND,2400,For Dakor used
,,638,01/08/2020,PARAMOUNT,ANAND,7375,For Aug-2020
,,639,01/08/2020,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,11643,For Aug-2020
,,640,01/08/2020,SAFALYA COTTON WASTE,ANAND,1000,CASH PURCHASE
,,641,01/08/2020,D MART AVENUE SUPERMARTS LTD,,174,Cash purchase/ For Aug-2020
,,642,01/08/2020,HARIHAR BOOK DEPO,ANAND,150,Cash purchase/ For Aug-2020
,,643,01/08/2020,CASH PURCHASE,,145,Cash purchase/ For Aug-2020 (Children)
,,644,01/08/2020,DARSHI MARKETING,BARODA,23305,
,,645,01/08/2020,ENERGY PRINT,BARODA,11200,"10,000 Qty Received"
,,646,01/08/2020,ENERGY PRINT,BARODA,18240,6000+10000 QTY RECEIVED ALL
,,647,05/08/2020,DARSHI MARKETING,BARODA,8412,
,,648,05/08/2020,BHAVNA CLEANING,ANAND,4370,For Aug-2020
,,649,05/08/2020,PARAMOUNT,ANAND,842,For Aug-20 MRI Req.
,,650,05/08/2020,WHITE HOUSE,,2250,For Aug-2020
,,651,05/08/2020,SANJIVANI MEDICINES,ANAND,2134,For Internal staff used
,,652,06/08/2020,FUJI FILM INDIA PVT LTD,AHMEDABAD,49056,For Aug-2020
,,653,06/08/2020,HARIHAR BOOK DEPO,ANAND,180,Cash purchase/ For Borsad & Petlad Req. by HR Dept.
,,654,06/08/2020,SHREE GANESH ENTERPRISE,SURAT,22050,For MRI Req./ Aug-2020
,,655,07/08/2020,OM AGENCY,ANAND,1200,For Aug-2020
,,656,07/08/2020,HI-TECH SURGICAL SYSTEMS LLP,AHMEDABAD,1680,Cash purchase/ For MRI Req./By Ramesh Sir.
,,657,08/08/2020,ARVIND GOHIL,ANAND,3500,For CT Req.
,,658,10/08/2020,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,16800,For Aug-2020
,,659,10/08/2020,HARIHAR BOOK DEPO,ANAND,500,For Aug-2020
,,660,10/08/2020,SAFALYA COTTON WASTE,ANAND,1000,CASH PURCHASE/AUG-2020
,,661,10/08/2020,R K ENGINEERING PROJECTS,ANAND,2660,For Internal staff used & Dakor/Petlad/Borsad Branches
,,662,11/08/2020,GALAXY SURGICAL,ANAND,941,For CT Req./Aug-2020
,,663,12/08/2020,GALAXY SURGICAL,ANAND,560,For Aug-2020
,,664,12/08/2020,DARSHI MARKETING,BARODA,767,For Reception
,,665,12/08/2020,SAHAJANAND STATIONARY MART,,600,For HRCT Patient Id card used/ Cash purchase
,,666,12/08/2020,CASH PURCHASE,,100,Cash purchase/ For HRCT patient Id card used
,,667,12/08/2020,CARESTREAM,,299992,For Aug-2020
,,668,15/08/2020,DESKTOP CREATORS,ANAND,17853,Repeat Order
,,669,15/08/2020,ARVIND GOHIL,ANAND,1700,Borsad req./Reorder Level
,,670,15/08/2020,ARVIND GOHIL,ANAND,850,For Petlad Req./ Reorder Level
,,671,15/08/2020,PATEL BIOMEDICAL SERVICES,AHMEDABAD,950000,FDR Machine with accessories.
,,672,15/08/2020,SANJIVANI MEDICINES,ANAND,2134,For Technician/Internal staff used/ Weekly used
,,673,17/08/2020,VINAYAK POLYPACK,AHMEDABAD,5576,For Bio waste collection
,,674,17/08/2020,FUJI FILM INDIA PVT LTD,AHMEDABAD,62955,For Fuji New camera
,,675,17/08/2020,CASH PURCHASE,,200,Cash Purchase/ For Vimal Dabhi Cordless Phone No.35/ 2nd Floor req.
,,676,18/08/2020,G V SALES & SERVICE,BARODA,23296,Reorder Level/ Aug-Sep 2020
,,677,19/08/2020,CASH PURCHASE,,480,For D.G. SET
,,678,20/08/2020,CASH PURCHASE,,700,For HRCT/ RAPID Test/ Single Disposable Used/ Cash Purchase
,,679,20/08/2020,AKSHIT PHARMA AND SURGICALS,ANAND,13440,For Internal staff used/ Reoreder Level
,,680,21/08/2020,SHARMA ARTS,ANAND,4344,
,,681,21/08/2020,SARAL HYGIENE PRODUCT PRIVATE LIMITED,ANAND,14112,Received Qty.9000 pcs/ Remaining Qty.3000 Canceled (Not Received)/ PO Closed now
